Company_Brand,Founded,HeadQuarter,Sector,What_it_does,Founders,Investor,Amount,Stage,Year
Rivigo,2014,Gurgaon,Transport And Logistics,Rivigo is a technology-enabled logistics platform provider that offers transport services.,"Deepak Garg, Gazal Kalra","Elevation Capital, Trifecta Capital Advisors",19000000.0,Equity,2020
ZipLoan,2015,New Delhi,Finance And Technology,ZipLoan is a online lending platform,"KSHITIJ Puri, Shalabh Singhal","Stride Ventures, Matrix Partners India",3000000.0,Debt,2020
Swipez,2014,Pune,Finance And Technology,Swipez is a payment collection platform.,Vivek Iyer,"9Unicorns, Anicut",4000000.0,Debt,2020
Humus,2019,Bangalore,Agriculture And Technology,Farmgate to Retail outlet Agri-Fresh produce supply chain,"Manjunatha T N, Shilpa Gopalaiah","Venture Catalysts, 9Unicorns, We Founders Circle.",4000000.0,Debt,2020
Artivatic.ai,2017,Bangalore,Technology And Software,"Artivatic's patent pending technology solves complex problems in Insurance for On-boarding, Fraud, Risk Profiling, Underwriting & claims.",Layak Singh,"SenseAI Ventures, Saurabh Chugh",4000000.0,Debt,2020
Prescinto,2016,Ahmedabad,Energy And Environment,Prescinto provides solutions for solar monitoring and analytics solutions.,"Puneet Singh Jaggi, Sanjay Bhasin, Ram Menon","Startup incubator, Accelerator Venture Catalysts",4000000.0,Validation,2020
Toppeq,2019,Mumbai,Technology And Software,SaaS-based equity management platform,Nandini Sankar,Not filled,4000000.0,Validation,2020
Bolo Indya,2019,Gurgaon,Human Resources And Consultancy,"Bolo Indya is a short video & commerce platform. It allows users to create, watch and share videos & discover and avail services.","Tanmai Paul, Varun Saxena","India Accelerator, Sunil Kamath",400000.0,Debt,2020
Bombay Play,2017,Bangalore,Consumer Goods And Services,Bombay Play is a Card and Toy Company Making games for India.,"Abhas Saroha, Oliver Jones, Oliver Jones","Ramakant Sharma, Leo Capital India",1000000.0,Validation,2020
FreshToHome,2015,Bangalore,E-Commerce And Retail,Freshtohome is an e-commerce platform for fresh and chemical-free seafood.,Shan Kadavil,Investment Corporation of Dubai (ICD),4000000.0,Debt,2020
KIKO TV,2020,Mumbai,Human Resources And Consultancy,KIKO TV is an AI-based short live video e-commerce platform.,"Shivam Varshney, Alok Chawla","9Point8 Capital, Sunil Kumar Singhvi",4000000.0,Validation,2020
Atomberg Technologies,2012,Mumbai,Consumer Goods And Services,"Atomberg Technology aspires to be the ""Tesla"" of the world of household appliances","Manoj Meena, Sibabrata Das","Sandeep Tandon, Survam Partners",9000000.0,Scaling,2020
DealShare,2018,Jaipur,E-Commerce And Retail,DealShare is a Social Commerce Startup,"Sankar Bora, Sourjyendu Medda, Vineet Rao","Falcon Edge Capital, Omidyar Network",21000000.0,Scaling,2020
Smallcase,2015,Bangalore,Finance And Technology,Changing how India invests in equities,"Anugrah Shrivastava, Rohan Gupta, Vasanth Kamath","WEH Ventures, BEENEXT",4000000.0,Debt,2020
CueMath,2011,Bangalore,Education And Learning,Cuemath is an engaging ‘learning-by-doing’ methodology for students with face-to-face sessions from highly-trained Cuemath teachers.,Manan Khurma,"Sequoia Capital India, CapitalG",40000000.0,Scaling,2020
Gamerji,2018,Ahmedabad,Consumer Goods And Services,"Gamerji is an online esports gaming platform where tournaments are created for different games such as PUBG, COD, Free Fire etc.","Soham Thacker, Valay Patel, Varun Gajjar",La Gajjar Group.,4000000.0,Validation,2020
5C Network,2014,Bangalore,Healthcare And Health Technology,"5C is India's first Diagnostics Network, making Radiodiagnosis more Accessible, Affordable and Accurate",Kalyan Sivasailam,"Axilor Ventures, Unitus Ventures",1200000.0,Validation,2020
Ethereum Push Notification Service,2020,Mumbai,Finance And Technology,EPNS is a decentralized notification protocol,"Harsh Rajat, Richa Joshi",Prolific angel investors,750000.0,Validation,2020
Mihup,2016,Kolkata,Technology And Software,Intelligence-based personal mobile assistant app,"Biplab Chakraborty, Sandipan Chattopadhyay, Sandipan Mandal, Tapan Barman","Ideaspring Capital, Accel",1500000.0,Early Traction,2020
RuralBasket,2019,Tirunelveli,E-Commerce And Retail,Naturally grown and healthy products directly from farmers.,Palani Rajan,Nativelead Foundation,500000.0,Debt,2020
WayCool Foods,2015,Chennai,Agriculture And Technology,"WayCool has adopted a tech-enabled supply chain approach to produce staples like rice, dairy, and value added products.","Karthik Jayaraman, Sanjay Dasari","FMO, IndusInd Bank",7800000.0,Debt,2020
Infra.Market,2016,Thane,Real Estate And Housing,Hella Infra Market develops an online procurement marketplace intended to serve the real estate and construction materials industry.,"Aaditya Sharda, Souvik Sengupta","Trifecta Capital Advisors, Nexus Venture Partners",20000000.0,Scaling,2020
Info Edge Venture,1995,Noida,Finance And Technology,"Info Edge provides online recruitment, matrimonial and real estate classifieds, and related services.",Sanjeev Bikhchandani,Lightbox,50000000.0,Equity,2020
Clovia,2013,Noida,E-Commerce And Retail,Clovia is the online lingerie retailer,"Neha Kant, Pankaj Vermani","Golden Birch Investments, She Capital",4000000.0,Scaling,2020
Codingal,2020,Bangalore,Education And Learning,Coding education platform for K-12 students,"Satyam Baranwal, Vivek Prakash","Pras Hanuma, Rebright Partners, Java Capital, and GSF Accelerator.",560000.0,Validation,2020
CRED,2018,Bangalore,Finance And Technology,CRED is a members-only app that rewards the user with exclusive rewards for paying credit card bills.,Kunal Shah,"General Catalyst, Ribbit Capital",80000000.0,Scaling,2020
Vistaar Finance,2010,Bangalore,Finance And Technology,The preferred full range Financial Services provider to the Small Business segment focused on rural and semi urban markets.,"Brahmanad, Ramakrishna Nishtala",FMO,30000000.0,Equity,2020
Let's Dive,2020,Bangalore,Technology And Software,A platform for remote employee engagement and building team culture,"Nitesh Agrawal, Om Prakash",Surge,1700000.0,Debt,2020
SAWO Labs,2020,Mumbai,Technology And Software,Providing Secure Authentication solutions to Apps and Websites. Eliminating Passwords and OTPs for a seamless User Experience.,Prabhat Sahu,"StartupXseed Ventures, 100X.VC",600000.0,Validation,2020
Signzy,2015,Bangalore,Technology And Software,Signzy are creating 'building blocks for a Digital Trust system.,"Ankit Ratan, Ankur Pandey, Arpit Ratan","Stellaris Venture Partners, Mastercard",3000000.0,Debt,2020
KopyKitab,2013,Bangalore,Education And Learning,"Kopykitab is an India-based digital library that provides eBooks, and digital content in school and higher education.","Amit Shrivastava, Sumeet Verma","Paula Mariwala, Siddharth Anand",4000000.0,Debt,2020
GetWork,2019,Gurugram,Human Resources And Consultancy,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Rahul Veerwal,India Accelerator,40000.0,Ideation,2020
Mobile Premier League (MPL),2018,Bangalore,Consumer Goods And Services,Mobile Premier League is a skill-based eSports platform used to offer cash prizes while playing games.,"Sai Srinivas Kiran G, Shubham Malhotra","Pegasus Tech Ventures, Base Partners",500000.0,Scaling,2020
Omatra Hotels,2017,Kolkata,Consumer Goods And Services,Omatra is very new hotel management firm recently registered as Omatra Hospitality Services Private Limited.,"NAVEED AHAMED, SYED SAQQA ABBAS",Capify,4000000.0,Validation,2020
Awign,2016,Bangalore,Human Resources And Consultancy,Operations and manpower outsourcing startup,"Annanya Sarthak, Gurpreet Singh, Praveen Sah","Unitus Ventures, Work10M",4000000.0,Early Traction,2020
NewsReach,2018,Gujarat,Technology And Software,NewsReach India offers partner publications a digital footprint and monetisation of their content via advertisements.,"Darshan Shah, Soniya Kundnani","Mumbai Angels, JITO Angel Network.",1500000.0,Validation,2020
Cashfree,2015,Bangalore,Finance And Technology,Cashfree is a payments and banking technology company that enables businesses in India to collect payments online and make payouts.,"Akash Sinha, Reeju Datta","George Osborne, Smilegate Investment",35000000.0,Scaling,2020
Credgenics,2018,New Delhi,Finance And Technology,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",3000000.0,Validation,2020
GeoIQ,2018,Bangalore,Technology And Software,"Map-based intelligent platform with single-click access to street-level location data - demographics, competitions, movements - for retail.","Devashish Fuloria, Tusheet Shrivastava, Ankita Thakur","Ankur Mittal, Mitesh Shah",300000.0,Validation,2020
Country Delight,2015,Haryana,Technology And Software,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,"Chakradhar Gade, Nitin Kaushal","IIFL Asset Management, Matrix Partners",25000000.0,Scaling,2020
Quintype,2014,Bangalore,Marketing And Advertising,"A technology company that focus on building a suite of digital publishing solutions to simplify content creation, distribution, audience engagement",Chirdeep Shetty,IIFL AMC,3500000.0,Early Traction,2020
CARS24,2015,Haryana,E-Commerce And Retail,CARS24 is an India-based platform for selling used cars.,"Mehul Agrawal, Ruchit Agarwal, Vikram Chopra","Global Car Group, Freemark holdings",200000000.0,Scaling,2020
Astrogate Labs,2017,Bangalore,Technology And Software,Astrogate Labs provides high-quality products related to space infrastructure.,Not filled,"Venture Catalysts, Speciale Invest",4000000.0,Debt,2020
Power Gummies,2018,New Delhi,Healthcare And Health Technology,Power Gummies are a team of passionate givers who are dedicated to catering nutritional supplements,Divij Bajaj,Venture Catalysts,4000000.0,Validation,2020
Cityflo,2015,Mumbai,Transport And Logistics,Cityflo is an urban transportation app that provides comfortable and economical buses for daily commute.,"Advaith Vishwanath, Ankit Agrawal, Jerin Venad, Rushabh Shah, Sankalp Kelshikar, Subhash Sundaravadivelu","Anupam Mittal, India Quotient",7000000.0,Early Traction,2020
AlgoBulls,2019,Mumbai,E-Commerce And Retail,Algobulls is a state-of-the-art Trading Platform where customers are provided with Fully Automated Algorithmic Trading,"Pushpak Dagade, Jimmit Patel and Suraj Bathija",Venture Catalysts,200000.0,Debt,2020
Credgenics,2018,Gurugram,Finance And Technology,"Credgenics is a tech-enabled platform backed by Titan Capital, helping fintech lenders and Banks in their critical NPA reduction","Anand Agrawal, Mayank Khera, Rishabh Goel","Accel India, Breadlake Ventures",3000000.0,Validation,2020
Inntot,2014,Kerala,Technology And Software,"Inntot Technologies, is a technology driven company.",Rajith Nair,Unicorn India Ventures,4000000.0,Debt,2020
Ensuredit,2019,Gurugram,Finance And Technology,ENSUREDIT enables and empowers end customers and Insurance Intermediaries with AI-based product platforms for transformational customer experience.,"Amit, Rohit Sadhu, and Vikas Ranga",Venture Catalysts,300000.0,Validation,2020
Shipsy,2015,Gurugram,Technology And Software,Shipsy's platform enables data driven decision making enhancing visibility and operational efficiency for Supply Chain industry,"Dhruv Agrawal, Himanshu Gupta, Soham Chokshi","DTDC, Udaan Angel Partners",6000000.0,Early Traction,2020
ERPNext,2008,Mumbai,Technology And Software,"ERPNext is an Open Source, Online ERP solution which includes Accounting, CRM, Inventory, Purchasing, HR, Support and a lot more.",Rushabh Mehta,Rainmatter,1000000.0,Debt,2020
LightSpeedAI,2019,Bangalore,Technology And Software,Developer of an optoelectronic processor designed to accelerate AI computations.,"Rohin Y, PV Ramana","YourNest, growX ventures",4000000.0,Debt,2020
Grip Invest,2020,Gurugram,Finance And Technology,Grip is an investment platform that allows retail investors to make small ticket investments in physical assets that earn lease income.,"Nikhil Aggarwal, Vivek Gulati",Gemba Capital,4000000.0,Validation,2020
Unacademy,2015,Bangalore,Education And Learning,Unacademy is an online learning platform providing educational content such as video lectures and examinations.,"Gaurav Munjal, Hemesh Singh, Roman Saini, Sachin Gupta","Dragoneer Investment Group, Tiger Global Management",4000000.0,Debt,2020
Yellow Classes,2020,Gurugram,Education And Learning,New-age fun-learning platform for kids.,"Arpit Mittal, Anshul Gupta",India Quotient,1300000.0,Validation,2020
Plum,2019,Bangalore,Healthcare And Health Technology,High quality health insurance and health benefits,"Abhishek Poddar, Saurabh Arora","Surge, Tanglin Venture Partners",4100000.0,Debt,2020
STAGE,2019,Indore,Technology And Software,STAGE is an Indian language content platform for artist-led entertainment.,"Shashank Vaishnav, Vinay Singhal, Parveen Singhal",Venture Catalysts,1000000.0,Debt,2020
Nykaa,2012,Mumbai,Consumer Goods And Services,Nykaa is an online marketplace for different beauty and wellness products.,Falguni Nayar,"Alia Bhatt, Katrina Kaif",4000000.0,Debt,2020
NIRA,2017,Bangalore,Finance And Technology,"NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.","Rohit Sen, Nupur Gupta","Techstars Bangalore Accelerator, Techstars",1000000.0,Debt,2020
Prolixr,2018,Gurugram,Technology And Software,A premium skincare brand committed towards building innovative skin care wellness.,"Aditya Sharma, Jayesh Hans","Alfa Ventures, Divij Bajaj",4000000.0,Validation,2020
Byju's,2011,Bangalore,Education And Learning,BYJU'S is an educational technology company that develops personalized learning programs for K-12 students.,"Byju Raveendran, Divya Gokulnath","Owl Ventures, Tiger Global Management",200000000.0,Scaling,2020
DaMENSCH,2018,Bangalore,E-Commerce And Retail,DaMENSCH is a designer and seller of men's apparel.,"Anurag Saboo, Gaurav Pushkar","Whiteboard Capital, Matrix Partners India",6000000.0,Debt,2020
Country Delight,2015,Haryana,Consumer Goods And Services,Country Delight produces and distributes milk intended to provide good quality and unadulterated milk at doorstep.,"Chakradhar Gade, Nitin Kaushal","Orios Venture Partners, Matrix Partners India",25000000.0,Scaling,2020
SignalX,2018,Hyderabad,Technology And Software,SignalX offers an artificial intelligence-powered SaaS platform,"Govind Balachandran, Zakir Wahab, Piyush Arora","9Unicorns, 3Lines VC, Hyderabad Angels",800000.0,Validation,2020
